epoch,accuracy,loss,val_accuracy,val_loss
0,0.9080209,0.27946967679869245,0.94580305,0.20044064100669778
1,0.93027234,0.22943538989595794,0.9462666,0.18781116766774136
2,0.9300274,0.2163368339339892,0.9487688,0.17791637988842052
3,0.9304119,0.21422214323171862,0.95115244,0.17578062933424246
4,0.93444127,0.20091414717198522,0.91887385,0.21922763631395673
5,0.9314921,0.20462181005212995,0.9500432,0.17391464276158292
6,0.93527114,0.1963239104176561,0.95041233,0.17747804943634116
7,0.9340747,0.1972268092342549,0.95197195,0.18005032343385013
8,0.93400013,0.19408256346704783,0.948615,0.1798636725820277
9,0.93367106,0.1977077172379251,0.94603914,0.1730843719256961
10,0.9354796,0.18919255991500836,0.9467027,0.1650851874652764
11,0.93136704,0.190904399552555,0.9500565,0.1672198182862738
12,0.93433887,0.18636368539322307,0.95078343,0.16690086520722378
13,0.93874216,0.17885579948348027,0.9451673,0.17144947798679705
14,0.9397224,0.18225405741207026,0.9479218,0.17221906295289163
15,0.93722206,0.18133564293384552,0.9527651,0.162781974989111
16,0.9415337,0.17423895687830668,0.94718534,0.1718793691986281
17,0.9396395,0.18149695186703294,0.95270306,0.15815646800657976
18,0.9406329,0.1760748402663955,0.9511354,0.16106553667265436
19,0.9407624,0.17403207995273448,0.93296796,0.18005094993049683
20,0.94272965,0.1675837830191961,0.9423813,0.17641887943381848
21,0.9427195,0.1672964737992044,0.9355537,0.18814291493238314
22,0.9419856,0.16589468162230872,0.95256954,0.15832858741202432
23,0.9462508,0.15912035771611113,0.946217,0.18244980433550867
24,0.94888407,0.15717088929549963,0.94643384,0.19484095164048282
25,0.9456963,0.16064259137406392,0.9441749,0.19846384721281735
26,0.9457349,0.15746905720206322,0.94862413,0.18439632662288521
27,0.9465722,0.15780953873224832,0.95026284,0.21750874023722566
28,0.9474046,0.1534037815441412,0.9514255,0.16357469506075847
29,0.9464536,0.15566561402132115,0.9476378,0.21116319485008717
30,0.9488571,0.14903228288447415,0.94929266,0.2030882551132337
31,0.9469565,0.1534308403454445,0.9513548,0.16908929152819124
32,0.9464469,0.15339847788628605,0.9514211,0.16947668675414246
33,0.95218635,0.1437801042985585,0.95048094,0.1761420186932968
34,0.95207226,0.1405837587253363,0.9443544,0.21007640542381484
35,0.94752556,0.15150582090158154,0.949725,0.16040151845663786
36,0.94837314,0.15017630563428006,0.9494007,0.16078602393036304
37,0.952922,0.14042562743028006,0.9496631,0.17419506732941323
