epoch,accuracy,loss,val_accuracy,val_loss
0,0.9106751,0.26956251668930054,0.94437665,0.20871496969914954
1,0.932551,0.21687234979867936,0.94739467,0.20392104635096114
2,0.9339482,0.20588451367616653,0.9382638,0.20751044761551463
3,0.9344125,0.2035061439871788,0.9449905,0.18564544383274473
4,0.9359412,0.19467801696062087,0.9459252,0.17951847855811534
5,0.93600404,0.19335147655010224,0.9472133,0.18652835917537627
6,0.9360705,0.18865805813670158,0.94767606,0.1790818018109902
7,0.9370215,0.18351994574069977,0.94114786,0.18316548034224822
8,0.93600464,0.18271639758348465,0.93842185,0.21177005565360837
9,0.9397067,0.17643936240673067,0.94897807,0.1919424416821288
10,0.94083893,0.1729407961666584,0.94673204,0.2323269986588022
11,0.94158876,0.17100279346108438,0.94657046,0.16640139792276465
12,0.94202626,0.16725564047694205,0.94974816,0.158725014442335
13,0.9416176,0.16833843693137168,0.94541913,0.19992551482889964
14,0.9412454,0.16524645867943763,0.9459572,0.16885467687540728
15,0.942411,0.16611015638709067,0.941807,0.19633769555746214
16,0.9439339,0.1594697895348072,0.9299664,0.18783227342140416
17,0.94691366,0.1545497111082077,0.94548357,0.18937665928641093
18,0.94462395,0.15792539152503013,0.9468359,0.1647336585852115
19,0.9453387,0.1540825464427471,0.94724935,0.1795415679883698
20,0.9479931,0.15059883111715316,0.94858783,0.17977764064689045
21,0.94564784,0.15252872729301453,0.9458146,0.1944221647294319
22,0.9481872,0.14935550528764724,0.9484127,0.15771019977072012
23,0.94779396,0.1471863478720188,0.93345094,0.20179771332313184
24,0.94877404,0.14352194222807885,0.94635564,0.17515463135002748
25,0.9486296,0.14741451799869537,0.9499276,0.166033536195755
26,0.9502872,0.13927358916401864,0.949375,0.1567106908592193
27,0.95012254,0.14166501119732858,0.9526493,0.1553151563781759
28,0.95108,0.1343992404937744,0.9478391,0.15908633407367312
29,0.95250684,0.13349311220645904,0.9501006,0.16016057809895795
30,0.9521898,0.13411298951506614,0.95135134,0.17838262770648883
31,0.9516174,0.1337292224764824,0.9443016,0.17064448361001586
32,0.9519531,0.13218705913424492,0.93683773,0.18185852508506048
33,0.9523537,0.13117350327968597,0.85122615,1.372457837604958
34,0.9528915,0.1319465249031782,0.9483348,0.15901367244837078
35,0.9527427,0.12981034621596335,0.94935644,0.18652642668103395
36,0.95348567,0.12518484000861646,0.95404154,0.160599613238288
37,0.9557727,0.12112222541868686,0.95177096,0.14252673462033272
38,0.95509183,0.12529536445438863,0.9284365,0.20817956802151774
39,0.95459783,0.12357756614685059,0.9539714,0.15300097081648267
40,0.9549091,0.12093678477406501,0.9501318,0.1710053960914197
41,0.95834213,0.11697332417964935,0.9521879,0.15482128654485164
42,0.9570913,0.11813997301459313,0.9527354,0.20407681535605504
43,0.95683557,0.11839493778347969,0.9456721,0.184771622814562
44,0.95990443,0.11054346433281899,0.9404926,0.20057207082762665
45,0.95884633,0.11346779723465443,0.9602676,0.1280735166662413
46,0.9596186,0.10918255496025085,0.94775236,0.16400765700508718
47,0.9603356,0.10646696195006371,0.8801019,0.35258328129091987
48,0.96076465,0.10767138941586017,0.93636024,0.18171444766061462
49,0.9612244,0.10668150642514229,0.9472012,0.2336390968412161
50,0.9609176,0.10541553355753422,0.9444462,0.18285003029133962
51,0.960784,0.10468494707345963,0.95166254,0.22568836980296866
52,0.96056885,0.10731665161252021,0.958839,0.14518780844367069
53,0.9620225,0.10318398597836495,0.9520315,0.16613639263517183
54,0.9650827,0.09678035362064838,0.9515443,0.21892892885143342
55,0.96509993,0.0956487224251032,0.96358454,0.1307563916982516
56,0.96426964,0.0968313459455967,0.949965,0.2250767472686003
57,0.9637466,0.09929470425844192,0.9002046,0.4955450495624024
58,0.9640011,0.09979596687853336,0.9514147,0.19435907017601572
59,0.965776,0.09440834625065327,0.95474243,0.18945160301645164
60,0.96754605,0.09004315201938153,0.9317211,0.21083155970858491
61,0.96487224,0.09740904856473208,0.9515464,0.2143095097626033
62,0.9655973,0.09521405373513699,0.9523228,0.18671287790588711
63,0.9666841,0.09143766252696514,0.94976556,0.1908263364482833
64,0.9665396,0.09201682430505753,0.9440335,0.2078507274956159
65,0.9662995,0.09290173327922821,0.9486255,0.18280599578081266
